"unom";"source";"result";"postal_code";"country";"region_fias_id";"region_kladr_id";"region_with_type";"region_type";"region_type_full";"region";"area_fias_id";"area_kladr_id";"area_with_type";"area_type";"area_type_full";"area";"city_fias_id";"city_kladr_id";"city_with_type";"city_type";"city_type_full";"city";"city_area";"city_district_fias_id";"city_district_kladr_id";"city_district_with_type";"city_district_type";"city_district_type_full";"city_district";"settlement_fias_id";"settlement_kladr_id";"settlement_with_type";"settlement_type";"settlement_type_full";"settlement";"street_fias_id";"street_kladr_id";"street_with_type";"street_type";"street_type_full";"street";"house_fias_id";"house_kladr_id";"house_type";"house_type_full";"house";"block_type";"block_type_full";"block";"flat_type";"flat_type_full";"flat";"flat_area";"square_meter_price";"flat_price";"postal_box";"fias_id";"fias_code";"fias_level";"fias_actuality_state";"kladr_id";"capital_marker";"okato";"oktmo";"tax_office";"tax_office_legal";"timezone";"geo_lat";"geo_lon";"beltway_hit";"beltway_distance";"qc_geo";"qc_complete";"qc_house";"qc";"unparsed_parts";"metro" 
"2221";"город Москва, Бирюлёвская улица, дом 58, корпус 2";"г Москва, ул Бирюлёвская, д 58 к 2";"115547";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"010f40dd-a822-4096-9a24-e4d94ed1d5f6";"7700000000004700157";"д";"дом";"58";"к";"корпус";"2";"";"";"";"";"148752";"";"";"010f40dd-a822-4096-9a24-e4d94ed1d5f6";"77000000000000004700157";"8";"0";"7700000000004700157";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5809269";"37.6693747";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.9, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 4.4, 'line': 'Замоскворецкая', 'name': 'Домодедовская'}, {'distance': 4.5, 'line': 'Замоскворецкая', 'name': 'Царицыно'}]"
"2222";"город Москва, Бирюлёвская улица, дом 58, корпус 3";"г Москва, ул Бирюлёвская, д 58 к 3";"115547";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Бирюлево Восточное";"р-н";"район";"Бирюлево Восточное";"";"";"";"";"";"";"95a88b4b-2f29-4f00-9d2a-6aebf877832f";"77000000000047000";"ул Бирюлёвская";"ул";"улица";"Бирюлёвская";"18b7b065-6f12-441a-b4c2-3b2d79cfcee9";"7700000000004700160";"д";"дом";"58";"к";"корпус";"3";"";"";"";"";"147950";"";"";"18b7b065-6f12-441a-b4c2-3b2d79cfcee9";"77000000000000004700160";"8";"0";"7700000000004700160";"0";"45296553000";"45911000";"7724";"7724";"UTC+3";"55.5806902";"37.6681682";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 3.9, 'line': 'Замоскворецкая', 'name': 'Орехово'}, {'distance': 4.5, 'line': 'Замоскворецкая', 'name': 'Царицыно'}, {'distance': 4.5, 'line': 'Серпуховско-Тимирязевская', 'name': 'Аннино'}]"
"2232";"город Москва, Бобруйская улица, дом 4, корпус 1";"г Москва, ул Бобруйская, д 4 к 1";"121351";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Кунцево";"р-н";"район";"Кунцево";"";"";"";"";"";"";"585eec0b-314c-4309-a497-3fe09300e903";"77000000000086100";"ул Бобруйская";"ул";"улица";"Бобруйская";"50a0f703-839d-4440-a1d9-342682f4aea9";"7700000000008610004";"д";"дом";"4";"к";"корпус";"1";"";"";"";"";"186430";"";"";"50a0f703-839d-4440-a1d9-342682f4aea9";"77000000000000008610004";"8";"0";"7700000000008610004";"0";"45268562000";"45320000";"7731";"7731";"UTC+3";"55.7355712";"37.4045646";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Арбатско-Покровская', 'name': 'Молодёжная'}, {'distance': 2.4, 'line': 'Арбатско-Покровская', 'name': 'Крылатское'}, {'distance': 2.6, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"2233";"город Москва, Бобруйская улица, дом 4, корпус 2";"г Москва, ул Бобруйская, д 4 к 2";"121351";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Кунцево";"р-н";"район";"Кунцево";"";"";"";"";"";"";"585eec0b-314c-4309-a497-3fe09300e903";"77000000000086100";"ул Бобруйская";"ул";"улица";"Бобруйская";"5956b056-0d23-4f59-9c52-f561968bdda0";"7700000000008610005";"д";"дом";"4";"к";"корпус";"2";"";"";"";"";"180827";"";"";"5956b056-0d23-4f59-9c52-f561968bdda0";"77000000000000008610005";"8";"0";"7700000000008610005";"0";"45268562000";"45320000";"7731";"7731";"UTC+3";"55.7359647";"37.4056495";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Арбатско-Покровская', 'name': 'Молодёжная'}, {'distance': 2.3, 'line': 'Арбатско-Покровская', 'name': 'Крылатское'}, {'distance': 2.5, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"2241";"город Москва, Бобруйская улица, дом 14, корпус 2";"г Москва, ул Бобруйская, д 14 к 2";"121359";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Кунцево";"р-н";"район";"Кунцево";"";"";"";"";"";"";"585eec0b-314c-4309-a497-3fe09300e903";"77000000000086100";"ул Бобруйская";"ул";"улица";"Бобруйская";"3a9dddd0-735a-4c27-8984-dbefc0f755cb";"7700000000008610028";"д";"дом";"14";"к";"корпус";"2";"";"";"";"";"188333";"";"";"3a9dddd0-735a-4c27-8984-dbefc0f755cb";"77000000000000008610028";"8";"0";"7700000000008610028";"0";"45268562000";"45320000";"7731";"7731";"UTC+3";"55.7372908";"37.4026133";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Арбатско-Покровская', 'name': 'Молодёжная'}, {'distance': 2.2, 'line': 'Арбатско-Покровская', 'name': 'Крылатское'}, {'distance': 2.8, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"2244";"город Москва, Бобруйская улица, дом 18, корпус 2";"г Москва, ул Бобруйская, д 18 к 2";"121359";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Кунцево";"р-н";"район";"Кунцево";"";"";"";"";"";"";"585eec0b-314c-4309-a497-3fe09300e903";"77000000000086100";"ул Бобруйская";"ул";"улица";"Бобруйская";"bb0b9b61-d1a5-4e3a-b1c8-93c9ba53c541";"7700000000008610036";"д";"дом";"18";"к";"корпус";"2";"";"";"";"";"169987";"";"";"bb0b9b61-d1a5-4e3a-b1c8-93c9ba53c541";"77000000000000008610036";"8";"0";"7700000000008610036";"0";"45268562000";"45320000";"7731";"7731";"UTC+3";"55.738039";"37.4020073";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.9, 'line': 'Арбатско-Покровская', 'name': 'Молодёжная'}, {'distance': 2.1, 'line': 'Арбатско-Покровская', 'name': 'Крылатское'}, {'distance': 2.8, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"2247";"город Москва, Бобруйская улица, дом 22, корпус 2";"г Москва, ул Бобруйская, д 22 к 2";"121359";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Кунцево";"р-н";"район";"Кунцево";"";"";"";"";"";"";"585eec0b-314c-4309-a497-3fe09300e903";"77000000000086100";"ул Бобруйская";"ул";"улица";"Бобруйская";"ecd61057-b78d-434e-8a15-68d7a20983ea";"7700000000008610043";"д";"дом";"22";"к";"корпус";"2";"";"";"";"";"209958";"";"";"ecd61057-b78d-434e-8a15-68d7a20983ea";"77000000000000008610043";"8";"0";"7700000000008610043";"0";"45268562000";"45320000";"7731";"7731";"UTC+3";"55.7385783";"37.3999925";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.0, 'line': 'Арбатско-Покровская', 'name': 'Молодёжная'}, {'distance': 2.1, 'line': 'Арбатско-Покровская', 'name': 'Крылатское'}, {'distance': 3.0, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"2250";"город Москва, Бобруйская улица, дом 26, корпус 2";"г Москва, ул Бобруйская, д 26 к 2";"121359";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Кунцево";"р-н";"район";"Кунцево";"";"";"";"";"";"";"585eec0b-314c-4309-a497-3fe09300e903";"77000000000086100";"ул Бобруйская";"ул";"улица";"Бобруйская";"f27e83e8-861e-479b-8ab3-fe4c90bfa40f";"7700000000008610051";"д";"дом";"26";"к";"корпус";"2";"";"";"";"";"192471";"";"";"f27e83e8-861e-479b-8ab3-fe4c90bfa40f";"77000000000000008610051";"8";"0";"7700000000008610051";"0";"45268562000";"45320000";"7731";"7731";"UTC+3";"55.7392041";"37.3996807";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.0, 'line': 'Арбатско-Покровская', 'name': 'Молодёжная'}, {'distance': 2.0, 'line': 'Арбатско-Покровская', 'name': 'Крылатское'}, {'distance': 3.0, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"2257";"город Москва, 3-я Богатырская улица, дом 21";"г Москва, ул Богатырская 3-я, д 21";"107564";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Восточный";"";"";"р-н Богородское";"р-н";"район";"Богородское";"";"";"";"";"";"";"8198ae63-83ff-4e95-adfb-9248bd1d7f12";"77000000000086400";"ул Богатырская 3-я";"ул";"улица";"Богатырская 3-я";"01a998a5-3380-4879-84a9-2d4785f9d944";"7700000000008640009";"д";"дом";"21";"";"";"";"";"";"";"";"151617";"";"";"01a998a5-3380-4879-84a9-2d4785f9d944";"77000000000000008640009";"8";"0";"7700000000008640009";"0";"45263552000";"45301000";"7718";"7718";"UTC+3";"55.8185794";"37.6970374";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.3, 'line': 'МЦК', 'name': 'Белокаменная'}, {'distance': 2.2, 'line': 'Сокольническая', 'name': 'Бульвар Рокоссовского'}, {'distance': 2.5, 'line': 'МЦК', 'name': 'Бульвар Рокоссовского'}]"
"2259";"город Москва, улица Богданова, дом 2";"г Москва, ул Богданова, д 2";"119618";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Солнцево";"р-н";"район";"Солнцево";"";"";"";"";"";"";"e3095ff1-b180-42a2-ab4a-93eb98eb9fda";"77000000000086600";"ул Богданова";"ул";"улица";"Богданова";"c027b29f-4aeb-4490-a237-2d9c0f1ae997";"7700000000008660001";"д";"дом";"2";"";"";"";"";"";"";"";"161642";"";"";"c027b29f-4aeb-4490-a237-2d9c0f1ae997";"77000000000000008660001";"8";"0";"7700000000008660001";"0";"45268588000";"45326000";"7729";"7729";"UTC+3";"55.6589685";"37.4106533";"OUT_MKAD";"2";"0";"5";"2";"0";"";"[{'distance': 3.5, 'line': 'Сокольническая', 'name': 'Румянцево'}, {'distance': 4.1, 'line': 'Сокольническая', 'name': 'Саларьево'}, {'distance': 4.1, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"2261";"город Москва, улица Богданова, дом 8";"г Москва, ул Богданова, д 8";"119618";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Солнцево";"р-н";"район";"Солнцево";"";"";"";"";"";"";"e3095ff1-b180-42a2-ab4a-93eb98eb9fda";"77000000000086600";"ул Богданова";"ул";"улица";"Богданова";"6f7d4bc6-115f-47ad-b95f-8825a185a60d";"7700000000008660012";"д";"дом";"8";"";"";"";"";"";"";"";"160024";"";"";"6f7d4bc6-115f-47ad-b95f-8825a185a60d";"77000000000000008660012";"8";"0";"7700000000008660012";"0";"45268588000";"45326000";"7729";"7729";"UTC+3";"55.6583133";"37.4094719";"OUT_MKAD";"2";"0";"5";"2";"0";"";"[{'distance': 3.5, 'line': 'Сокольническая', 'name': 'Румянцево'}, {'distance': 4.1, 'line': 'Сокольническая', 'name': 'Саларьево'}, {'distance': 4.2, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"2263";"город Москва, улица Богданова, дом 12";"г Москва, ул Богданова, д 12";"119618";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Солнцево";"р-н";"район";"Солнцево";"";"";"";"";"";"";"e3095ff1-b180-42a2-ab4a-93eb98eb9fda";"77000000000086600";"ул Богданова";"ул";"улица";"Богданова";"cbb27d70-7517-41ff-8261-825aaa2659cc";"7700000000008660019";"д";"дом";"12";"";"";"";"";"";"";"";"147263";"";"";"cbb27d70-7517-41ff-8261-825aaa2659cc";"77000000000000008660019";"8";"0";"7700000000008660019";"0";"45268588000";"45326000";"7729";"7729";"UTC+3";"55.6581328";"37.4080515";"OUT_MKAD";"2";"0";"5";"2";"0";"";"[{'distance': 3.5, 'line': 'Сокольническая', 'name': 'Румянцево'}, {'distance': 4.1, 'line': 'Сокольническая', 'name': 'Саларьево'}, {'distance': 4.3, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"2265";"город Москва, улица Богданова, дом 16";"г Москва, ул Богданова, д 16";"119618";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Солнцево";"р-н";"район";"Солнцево";"";"";"";"";"";"";"e3095ff1-b180-42a2-ab4a-93eb98eb9fda";"77000000000086600";"ул Богданова";"ул";"улица";"Богданова";"201b57f0-83e5-4595-a286-5ab8feaf0fb5";"7700000000008660027";"д";"дом";"16";"";"";"";"";"";"";"";"150602";"";"";"201b57f0-83e5-4595-a286-5ab8feaf0fb5";"77000000000000008660027";"8";"0";"7700000000008660027";"0";"45268588000";"45326000";"7729";"7729";"UTC+3";"55.6569872";"37.4070845";"OUT_MKAD";"2";"0";"5";"2";"0";"";"[{'distance': 3.4, 'line': 'Сокольническая', 'name': 'Румянцево'}, {'distance': 4.0, 'line': 'Сокольническая', 'name': 'Саларьево'}, {'distance': 4.3, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"2272";"город Москва, улица Богданова, дом 26, корпус 3";"г Москва, ул Богданова, д 26 к 3";"119618";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Солнцево";"р-н";"район";"Солнцево";"";"";"";"";"";"";"e3095ff1-b180-42a2-ab4a-93eb98eb9fda";"77000000000086600";"ул Богданова";"ул";"улица";"Богданова";"3733d0b9-be93-430e-8303-4bb9de18abf9";"7700000000008660034";"д";"дом";"26";"к";"корпус";"3";"";"";"";"";"164188";"";"";"3733d0b9-be93-430e-8303-4bb9de18abf9";"77000000000000008660034";"8";"0";"7700000000008660034";"0";"45268588000";"45326000";"7729";"7729";"UTC+3";"55.6542609";"37.4025757";"OUT_MKAD";"3";"0";"5";"2";"0";"";"[{'distance': 3.4, 'line': 'Сокольническая', 'name': 'Румянцево'}, {'distance': 3.8, 'line': 'Сокольническая', 'name': 'Саларьево'}, {'distance': 4.5, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
"2286";"город Москва, улица Богданова, дом 48";"г Москва, ул Богданова, д 48";"119620";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Солнцево";"р-н";"район";"Солнцево";"";"";"";"";"";"";"e3095ff1-b180-42a2-ab4a-93eb98eb9fda";"77000000000086600";"ул Богданова";"ул";"улица";"Богданова";"08030a75-b645-4269-8b0f-34c5d880a2bf";"7700000000008660049";"д";"дом";"48";"";"";"";"";"";"";"";"146698";"";"";"08030a75-b645-4269-8b0f-34c5d880a2bf";"77000000000000008660049";"8";"0";"7700000000008660049";"0";"45268588000";"45326000";"7729";"7729";"UTC+3";"55.6506025";"37.3958379";"OUT_MKAD";"3";"0";"5";"2";"0";"";"[{'distance': 3.5, 'line': 'Сокольническая', 'name': 'Румянцево'}, {'distance': 3.6, 'line': 'Сокольническая', 'name': 'Саларьево'}, {'distance': 4.8, 'line': 'Сокольническая', 'name': 'Тропарёво'}]"
